FaultID,Latitude(WGS84),Longitude(WGS84),Strike,Dip,LengthKm,FrictionCoefficient
DEMO_TX_CULBERSON_KILO_SEG_020,31.180203,-104.207492,307.1,64,1.24,0.60
DEMO_TX_CULBERSON_KILO_SEG_021,31.187049,-104.217903,308.0,64,1.24,0.60
DEMO_TX_CULBERSON_KILO_SEG_022,31.194359,-104.227772,313.8,64,1.24,0.60
DEMO_TX_CULBERSON_KILO_SEG_023,31.202519,-104.236649,320.3,64,1.24,0.60
DEMO_TX_CULBERSON_KILO_SEG_024,31.211335,-104.244758,323.3,64,1.24,0.60
DEMO_TX_CULBERSON_KILO_SEG_025,31.220169,-104.252848,320.6,64,1.24,0.60
DEMO_TX_CULBERSON_LIMA_SEG_001,31.189498,-104.012103,338.2,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_002,31.198588,-104.016109,340.5,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_003,31.207602,-104.020276,336.4,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_004,31.216127,-104.025475,328.5,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_005,31.224083,-104.031875,322.4,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_006,31.231776,-104.038830,322.2,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_007,31.239692,-104.045316,327.9,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_008,31.248164,-104.050628,335.8,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_009,31.257148,-104.054860,340.4,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_010,31.266252,-104.058840,338.7,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_011,31.275001,-104.063570,331.7,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_012,31.283163,-104.069539,324.3,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_013,31.290904,-104.076397,321.5,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_014,31.298677,-104.083188,325.1,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_015,31.306913,-104.089002,332.8,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_016,31.315728,-104.093594,339.2,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_017,31.324844,-104.097550,340.1,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_018,31.333780,-104.101889,334.8,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_019,31.342174,-104.107371,326.9,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_020,31.350037,-104.113977,321.8,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_021,31.357737,-104.120926,322.9,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_022,31.365756,-104.127203,329.6,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_023,31.374357,-104.132250,337.2,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_024,31.383408,-104.136346,340.5,70,1.07,0.60
DEMO_TX_CULBERSON_LIMA_SEG_025,31.392471,-104.140417,337.5,70,1.07,0.60
DEMO_TX_PECOS_MIKE_SEG_001,30.903176,-103.439995,306.5,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_002,30.909696,-103.449873,308.6,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_003,30.916081,-103.459842,304.9,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_004,30.921593,-103.470400,297.8,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_005,30.926087,-103.481643,292.2,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_006,30.930112,-103.493203,292.0,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_007,30.934535,-103.504495,297.1,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_008,30.939952,-103.515118,304.3,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_009,30.946284,-103.525127,308.5,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_010,30.952829,-103.534992,306.9,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_011,30.958740,-103.545285,300.7,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_012,30.963602,-103.556285,293.9,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_013,30.967713,-103.567791,291.3,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_014,30.971881,-103.579259,294.6,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_015,30.976877,-103.590171,301.6,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_016,30.982906,-103.600387,307.5,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_017,30.989474,-103.610241,308.3,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_018,30.995718,-103.620314,303.5,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_019,31.000996,-103.631037,296.3,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_020,31.005323,-103.642402,291.7,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_021,31.009361,-103.653963,292.7,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_022,31.013968,-103.665140,298.7,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_023,31.019615,-103.675618,305.6,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_024,31.026066,-103.685554,308.7,61,1.18,0.60
DEMO_TX_PECOS_MIKE_SEG_025,31.032539,-103.695476,305.9,61,1.18,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_001,30.839432,-103.622751,331.9,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_002,30.848409,-103.628068,334.1,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_003,30.857295,-103.633534,330.2,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_004,30.865603,-103.639964,322.6,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_005,30.873238,-103.647514,316.7,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_006,30.880561,-103.655583,316.5,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_007,30.888148,-103.663213,322.0,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_008,30.896394,-103.669749,329.6,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_009,30.905245,-103.675277,334.0,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_010,30.914237,-103.680570,332.4,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_011,30.922810,-103.686563,325.7,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_012,30.930688,-103.693712,318.5,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_013,30.938069,-103.701691,315.8,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_014,30.945487,-103.709607,319.3,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_015,30.953453,-103.716612,326.7,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_016,30.962104,-103.722476,332.9,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_017,30.971112,-103.727748,333.8,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_018,30.979905,-103.733377,328.7,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_019,30.988058,-103.740071,321.0,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_020,30.995582,-103.747816,316.1,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_021,31.002914,-103.755881,317.2,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_022,31.010623,-103.763318,323.6,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_023,31.019021,-103.769608,331.0,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_024,31.027951,-103.775011,334.2,67,1.11,0.60
DEMO_TX_PECOS_NOVEMBER_SEG_025,31.036896,-103.780391,331.3,67,1.11,0.60
DEMO_TX_REEVES_OSCAR_SEG_001,31.358848,-103.823941,318.8,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_002,31.366687,-103.831671,321.0,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_003,31.374410,-103.839524,317.1,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_004,31.381384,-103.848168,309.7,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_005,31.387485,-103.857733,303.9,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_006,31.393183,-103.867724,303.6,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_007,31.399223,-103.877355,309.0,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_008,31.406116,-103.886087,316.5,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_009,31.413793,-103.893992,320.9,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_010,31.421653,-103.901704,319.3,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_011,31.428970,-103.909990,312.7,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_012,31.435387,-103.919227,305.6,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_013,31.441159,-103.929145,303.0,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_014,31.446980,-103.939012,306.4,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_015,31.453511,-103.948131,313.7,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_016,31.460929,-103.956313,319.8,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_017,31.468809,-103.964008,320.6,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_018,31.476411,-103.971998,315.6,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_019,31.483185,-103.980862,308.1,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_020,31.489142,-103.990589,303.3,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_021,31.494852,-104.000579,304.4,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_022,31.501049,-104.010054,310.6,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_023,31.508139,-104.018587,317.9,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_024,31.515919,-104.026392,321.1,66,1.13,0.60
DEMO_TX_REEVES_OSCAR_SEG_025,31.523718,-104.034178,318.1,66,1.13,0.60
DEMO_TX_REEVES_PAPA_SEG_001,31.424513,-103.681167,347.6,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_002,31.433605,-103.683288,349.9,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_003,31.442644,-103.685581,345.6,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_004,31.451337,-103.688986,337.4,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_005,31.459629,-103.693684,331.0,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_006,31.467736,-103.698979,330.7,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_007,31.476000,-103.703770,336.7,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_008,31.484656,-103.707295,345.0,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_009,31.493674,-103.709657,349.8,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_010,31.502776,-103.711749,348.0,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_011,31.511627,-103.714646,340.8,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_012,31.520065,-103.718879,333.0,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_013,31.528205,-103.724069,330.0,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_014,31.536368,-103.729187,333.8,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_015,31.544858,-103.733252,341.8,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_016,31.553756,-103.736000,348.6,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_017,31.562867,-103.738064,349.5,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_018,31.571850,-103.740540,344.0,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_019,31.580452,-103.744246,335.7,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_020,31.588678,-103.749163,330.4,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_021,31.596790,-103.754450,331.6,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_022,31.605126,-103.759012,338.5,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_023,31.613873,-103.762250,346.5,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_024,31.622938,-103.764463,350.0,74,1.02,0.60
DEMO_TX_REEVES_PAPA_SEG_025,31.632011,-103.766649,346.8,74,1.02,0.60
DEMO_TX_WARD_QUEBEC_SEG_001,31.348369,-103.399220,313.1,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_002,31.355264,-103.407525,315.3,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_003,31.362033,-103.415940,311.3,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_004,31.367986,-103.425048,303.6,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_005,31.372989,-103.434966,297.6,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_006,31.377553,-103.445258,297.3,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_007,31.382489,-103.455234,302.9,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_008,31.388354,-103.464420,310.7,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_009,31.395073,-103.472879,315.2,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_010,31.401991,-103.481169,313.5,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_011,31.408318,-103.489964,306.7,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_012,31.413664,-103.499594,299.4,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_013,31.418309,-103.509822,296.6,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_014,31.423006,-103.520004,300.2,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_015,31.428477,-103.529530,307.7,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_016,31.434914,-103.538233,314.1,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_017,31.441853,-103.546509,314.9,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_018,31.448490,-103.555043,309.8,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_019,31.454226,-103.564346,302.0,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_020,31.459072,-103.574406,297.0,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_021,31.463649,-103.584697,298.1,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_022,31.468756,-103.594535,304.6,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_023,31.474836,-103.603547,312.1,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_024,31.481667,-103.611919,315.4,63,1.09,0.60
DEMO_TX_WARD_QUEBEC_SEG_025,31.488517,-103.620274,312.4,63,1.09,0.60
DEMO_TX_LOVING_ROMEO_SEG_001,31.824382,-103.843394,326.7,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_002,31.833270,-103.850007,328.8,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_003,31.842058,-103.856761,324.9,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_004,31.850197,-103.864426,317.7,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_005,31.857582,-103.873150,312.1,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_006,31.864618,-103.882364,311.8,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_007,31.871949,-103.891164,317.1,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_008,31.880019,-103.898929,324.4,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_009,31.888767,-103.905743,328.6,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_010,31.897673,-103.912335,327.1,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_011,31.906110,-103.919587,320.7,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_012,31.913767,-103.927933,313.8,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_013,31.920867,-103.937063,311.2,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_014,31.928009,-103.946135,314.5,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_015,31.935766,-103.954344,321.6,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_016,31.944289,-103.961477,327.6,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_017,31.953213,-103.968049,328.4,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_018,31.961896,-103.974959,323.5,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_019,31.969862,-103.982877,316.2,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_020,31.977123,-103.991787,311.5,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_021,31.984169,-104.000999,312.6,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_022,31.991637,-104.009619,318.7,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_023,31.999877,-104.017155,325.7,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_024,32.008714,-104.023852,328.8,69,1.16,0.60
DEMO_TX_LOVING_ROMEO_SEG_025,32.017566,-104.030528,326.0,69,1.16,0.60
DEMO_TX_WINKLER_SIERRA_SEG_001,31.849198,-103.406715,340.9,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_002,31.857681,-103.409942,343.3,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_003,31.866094,-103.413334,338.9,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_004,31.874049,-103.417784,330.3,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_005,31.881470,-103.423466,323.7,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_006,31.888646,-103.429717,323.4,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_007,31.896030,-103.435487,329.6,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_008,31.903935,-103.440053,338.2,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_009,31.912320,-103.443511,343.2,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_010,31.920817,-103.446710,341.3,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_011,31.928981,-103.450678,333.8,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_012,31.936595,-103.455918,325.7,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_013,31.943816,-103.462069,322.6,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_014,31.951067,-103.468151,326.5,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_015,31.958751,-103.473231,334.9,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_016,31.966977,-103.477057,342.0,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_017,31.975485,-103.480231,342.9,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_018,31.983824,-103.483798,337.2,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_019,31.991657,-103.488536,328.5,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_020,31.998991,-103.494428,323.0,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_021,32.006173,-103.500672,324.2,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_022,32.013654,-103.506227,331.4,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_023,32.021679,-103.510519,339.8,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_024,32.030127,-103.513836,343.4,71,0.98,0.60
DEMO_TX_WINKLER_SIERRA_SEG_025,32.038586,-103.517127,340.1,71,0.98,0.60
DEMO_TX_CULBERSON_TANGO_SEG_001,31.318836,-104.124415,315.5,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_002,31.326658,-104.133101,317.5,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_003,31.334359,-104.141904,313.8,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_004,31.341276,-104.151450,306.8,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_005,31.347281,-104.161862,301.3,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_006,31.352864,-104.172675,301.0,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_007,31.358804,-104.183149,306.2,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_008,31.365637,-104.192778,313.3,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_009,31.373290,-104.201630,317.4,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_010,31.381134,-104.210301,315.9,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_011,31.388410,-104.219511,309.7,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_012,31.394745,-104.229616,303.0,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_013,31.400405,-104.240361,300.4,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_014,31.406117,-104.251057,303.7,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_015,31.412570,-104.261051,310.6,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_016,31.419952,-104.270164,316.4,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_017,31.427817,-104.278819,317.2,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_018,31.435392,-104.287751,312.4,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_019,31.442100,-104.297507,305.3,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_020,31.447954,-104.308072,300.7,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_021,31.453549,-104.318886,301.8,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_022,31.459654,-104.329215,307.7,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_023,31.466693,-104.338658,314.6,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_024,31.474453,-104.347417,317.6,62,1.19,0.60
DEMO_TX_CULBERSON_TANGO_SEG_025,31.482233,-104.356159,314.8,62,1.19,0.60
